DEPARTURES_PERFORMED,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST
0.00,10140,ABQ,13930,ORD
0.00,10194,AFW,13487,MSP
0.00,10257,ALB,11433,DTW
0.00,10397,ATL,11298,DFW
0.00,10397,ATL,11298,DFW
0.00,10397,ATL,11433,DTW
0.00,10397,ATL,12892,LAX
0.00,10397,ATL,12892,LAX
0.00,10397,ATL,14107,PHX
0.00,10397,ATL,14679,SAN
0.00,10397,ATL,14679,SAN
0.00,10408,ATW,11433,DTW
0.00,10423,AUS,13487,MSP
0.00,10431,AVL,10397,ATL
0.00,10431,AVL,10397,ATL
0.00,10540,BED,11618,EWR
0.00,10559,BFI,10397,ATL
0.00,10647,BKL,10397,ATL
0.00,10647,BKL,13930,ORD
0.00,10693,BNA,11618,EWR
0.00,10693,BNA,14869,SLC
0.00,10713,BOI,14869,SLC
0.00,10721,BOS,10397,ATL
0.00,10721,BOS,11618,EWR
0.00,10721,BOS,13487,MSP
0.00,10785,BTV,13930,ORD
0.00,10792,BUF,10397,ATL
0.00,10792,BUF,11433,DTW
0.00,10800,BUR,12892,LAX
0.00,10821,BWI,11433,DTW
0.00,10821,BWI,11618,EWR
0.00,10849,BZN,11292,DEN
0.00,10849,BZN,11298,DFW
0.00,10994,CHS,11433,DTW
0.00,10994,CHS,11433,DTW
0.00,10994,CHS,11618,EWR
0.00,10994,CHS,13930,ORD
0.00,11042,CLE,10397,ATL
0.00,11042,CLE,11433,DTW
0.00,11042,CLE,11618,EWR
0.00,11042,CLE,14107,PHX
0.00,11057,CLT,13930,ORD
0.00,11066,CMH,12266,IAH
0.00,11193,CVG,10397,ATL
0.00,11193,CVG,10397,ATL
0.00,11193,CVG,12892,LAX
0.00,11193,CVG,13930,ORD
0.00,11278,DCA,11618,EWR
0.00,11278,DCA,11618,EWR
0.00,11298,DFW,10397,ATL
0.00,11298,DFW,11298,DFW
0.00,11433,DTW,10397,ATL
0.00,11433,DTW,11618,EWR
0.00,11433,DTW,11618,EWR
0.00,11433,DTW,13487,MSP
0.00,11618,EWR,11057,CLT
0.00,11618,EWR,11433,DTW
0.00,11618,EWR,11618,EWR
0.00,11618,EWR,12892,LAX
0.00,11697,FLL,11292,DEN
0.00,11697,FLL,11292,DEN
0.00,11697,FLL,11433,DTW
0.00,11884,GEG,14869,SLC
0.00,11884,GEG,14869,SLC
0.00,11977,GRB,11292,DEN
0.00,11982,GRK,11433,DTW
0.00,11986,GRR,11618,EWR
0.00,11995,GSO,10397,ATL
0.00,11996,GSP,11292,DEN
0.00,12191,HOU,14747,SEA
0.00,12191,HOU,14771,SFO
0.00,12197,HPN,11433,DTW
0.00,12217,HSV,11433,DTW
0.00,12264,IAD,10423,AUS
0.00,12264,IAD,11298,DFW
0.00,12264,IAD,11433,DTW
0.00,12264,IAD,14057,PDX
0.00,12266,IAH,13487,MSP
0.00,12278,ICT,13930,ORD
0.00,12339,IND,10397,ATL
0.00,12339,IND,11433,DTW
0.00,12339,IND,13487,MSP
0.00,12451,JAX,11618,EWR
0.00,12451,JAX,11618,EWR
0.00,12478,JFK,10397,ATL
0.00,12478,JFK,10397,ATL
0.00,12478,JFK,11292,DEN
0.00,12884,LAN,11433,DTW
0.00,12889,LAS,10397,ATL
0.00,12889,LAS,14869,SLC
0.00,12892,LAX,10397,ATL
0.00,12892,LAX,11618,EWR
0.00,12892,LAX,12892,LAX
0.00,12892,LAX,12892,LAX
0.00,12892,LAX,14747,SEA
0.00,12953,LGA,11292,DEN
0.00,12953,LGA,13930,ORD
0.00,12992,LIT,10397,ATL
0.00,12992,LIT,10397,ATL
0.00,12992,LIT,10397,ATL
0.00,13198,MCI,11433,DTW
0.00,13198,MCI,13930,ORD
0.00,13198,MCI,13930,ORD
0.00,13204,MCO,10397,ATL
0.00,13204,MCO,10397,ATL
0.00,13204,MCO,11433,DTW
0.00,13204,MCO,11618,EWR
0.00,13232,MDW,14107,PHX
0.00,13244,MEM,11618,EWR
0.00,13244,MEM,13930,ORD
0.00,13256,MFE,12266,IAH
0.00,13264,MFR,11292,DEN
0.00,13303,MIA,10397,ATL
0.00,13303,MIA,12892,LAX
0.00,13341,MKC,13487,MSP
0.00,13485,MSN,11433,DTW
0.00,13487,MSP,10423,AUS
0.00,13487,MSP,11433,DTW
0.00,13487,MSP,11433,DTW
0.00,13487,MSP,11618,EWR
0.00,13487,MSP,13487,MSP
0.00,13487,MSP,13930,ORD
0.00,13487,MSP,13930,ORD
0.00,13487,MSP,14057,PDX
0.00,13487,MSP,14869,SLC
0.00,13487,MSP,14869,SLC
0.00,13495,MSY,10397,ATL
0.00,13495,MSY,11433,DTW
0.00,13495,MSY,14869,SLC
0.00,13689,NJK,10397,ATL
0.00,13796,OAK,12892,LAX
0.00,13851,OKC,14107,PHX
0.00,13871,OMA,11433,DTW
0.00,13930,ORD,10397,ATL
0.00,13930,ORD,11433,DTW
0.00,13930,ORD,13487,MSP
0.00,13930,ORD,13930,ORD
0.00,13930,ORD,14107,PHX
0.00,14009,PAM,10397,ATL
0.00,14057,PDX,13487,MSP
0.00,14057,PDX,14107,PHX
0.00,14100,PHL,13487,MSP
0.00,14107,PHX,10397,ATL
0.00,14107,PHX,12892,LAX
0.00,14107,PHX,13487,MSP
0.00,14107,PHX,14107,PHX
0.00,14107,PHX,14107,PHX
0.00,14107,PHX,14869,SLC
0.00,14112,PIE,10397,ATL
0.00,14122,PIT,10397,ATL
0.00,14122,PIT,10397,ATL
0.00,14122,PIT,11433,DTW
0.00,14122,PIT,12266,IAH
0.00,14122,PIT,13930,ORD
0.00,14193,PNS,12266,IAH
0.00,14314,PVU,11292,DEN
0.00,14321,PWM,11433,DTW
0.00,14457,RAP,13930,ORD
0.00,14489,RDM,11292,DEN
0.00,14492,RDU,10397,ATL
0.00,14492,RDU,11618,EWR
0.00,14492,RDU,11618,EWR
0.00,14524,RIC,10397,ATL
0.00,14524,RIC,11292,DEN
0.00,14570,RNO,10397,ATL
0.00,14570,RNO,11433,DTW
0.00,14576,ROC,13930,ORD
0.00,14679,SAN,10397,ATL
0.00,14679,SAN,10397,ATL
0.00,14683,SAT,14057,PDX
0.00,14696,SBN,10397,ATL
0.00,14696,SBN,10397,ATL
0.00,14747,SEA,10397,ATL
0.00,14747,SEA,11618,EWR
0.00,14747,SEA,13487,MSP
0.00,14747,SEA,14747,SEA
0.00,14747,SEA,14747,SEA
0.00,14747,SEA,14747,SEA
0.00,14747,SEA,14869,SLC
0.00,14747,SEA,14869,SLC
0.00,14771,SFO,11292,DEN
0.00,14771,SFO,11292,DEN
0.00,14771,SFO,14771,SFO
0.00,14783,SGF,10397,ATL
0.00,14831,SJC,13487,MSP
0.00,14843,SJU,11618,EWR
0.00,14869,SLC,10713,BOI
0.00,14869,SLC,11433,DTW
0.00,14869,SLC,14107,PHX
0.00,14869,SLC,14107,PHX
0.00,14893,SMF,11618,EWR
0.00,14893,SMF,14869,SLC
0.00,14893,SMF,14869,SLC
0.00,14908,SNA,11292,DEN
0.00,14986,SRQ,10397,ATL
0.00,14986,SRQ,11618,EWR
0.00,15016,STL,11292,DEN
0.00,15016,STL,12266,IAH
0.00,15016,STL,14107,PHX
0.00,15096,SYR,13930,ORD
0.00,15304,TPA,10397,ATL
0.00,15304,TPA,10397,ATL
0.00,15304,TPA,11433,DTW
0.00,15304,TPA,13487,MSP
0.00,15380,TVC,11433,DTW
0.00,15412,TYS,10397,ATL
0.00,16218,YUM,12892,LAX
1.00,10135,ABE,10397,ATL
1.00,10135,ABE,10397,ATL
1.00,10135,ABE,10397,ATL
1.00,10135,ABE,10397,ATL
1.00,10135,ABE,10397,ATL
1.00,10135,ABE,11057,CLT
1.00,10135,ABE,11298,DFW
1.00,10135,ABE,11433,DTW
1.00,10135,ABE,11618,EWR
1.00,10135,ABE,11618,EWR
1.00,10135,ABE,11618,EWR
1.00,10135,ABE,11618,EWR
1.00,10135,ABE,11618,EWR
1.00,10135,ABE,11618,EWR
1.00,10135,ABE,11618,EWR
1.00,10135,ABE,11618,EWR
1.00,10135,ABE,11618,EWR
1.00,10135,ABE,11618,EWR
1.00,10135,ABE,11618,EWR
1.00,10135,ABE,11618,EWR
1.00,10135,ABE,11618,EWR
1.00,10135,ABE,11618,EWR
1.00,10135,ABE,11618,EWR
1.00,10135,ABE,11618,EWR
1.00,10135,ABE,11618,EWR
1.00,10135,ABE,11618,EWR
1.00,10135,ABE,12266,IAH
1.00,10135,ABE,13487,MSP
1.00,10135,ABE,13487,MSP
1.00,10135,ABE,13930,ORD
1.00,10135,ABE,13930,ORD
1.00,10136,ABI,10397,ATL
1.00,10136,ABI,10423,AUS
1.00,10136,ABI,10423,AUS
1.00,10136,ABI,11292,DEN
1.00,10136,ABI,11298,DFW
1.00,10136,ABI,11298,DFW
1.00,10136,ABI,11298,DFW
1.00,10136,ABI,11298,DFW
1.00,10136,ABI,12266,IAH
1.00,10136,ABI,12266,IAH
1.00,10136,ABI,12266,IAH
1.00,10136,ABI,13930,ORD
1.00,10136,ABI,14107,PHX
1.00,10136,ABI,14107,PHX
1.00,10136,ABI,14107,PHX
1.00,10136,ABI,14771,SFO
1.00,10140,ABQ,10397,ATL
1.00,10140,ABQ,10397,ATL
1.00,10140,ABQ,10397,ATL
1.00,10140,ABQ,10397,ATL
1.00,10140,ABQ,10397,ATL
1.00,10140,ABQ,10397,ATL
1.00,10140,ABQ,10397,ATL
1.00,10140,ABQ,10397,ATL
1.00,10140,ABQ,10397,ATL
1.00,10140,ABQ,10397,ATL
1.00,10140,ABQ,10397,ATL
1.00,10140,ABQ,10397,ATL
1.00,10140,ABQ,10423,AUS
1.00,10140,ABQ,10423,AUS
1.00,10140,ABQ,10713,BOI
1.00,10140,ABQ,11057,CLT
1.00,10140,ABQ,11292,DEN
1.00,10140,ABQ,11292,DEN
1.00,10140,ABQ,11292,DEN
1.00,10140,ABQ,11292,DEN
1.00,10140,ABQ,11292,DEN
1.00,10140,ABQ,11292,DEN
1.00,10140,ABQ,11292,DEN
1.00,10140,ABQ,11292,DEN
1.00,10140,ABQ,11292,DEN
1.00,10140,ABQ,11292,DEN
1.00,10140,ABQ,11292,DEN
1.00,10140,ABQ,11292,DEN
1.00,10140,ABQ,11292,DEN
1.00,10140,ABQ,11292,DEN
1.00,10140,ABQ,11292,DEN
1.00,10140,ABQ,11292,DEN
1.00,10140,ABQ,11292,DEN
1.00,10140,ABQ,11292,DEN
1.00,10140,ABQ,11292,DEN
1.00,10140,ABQ,11292,DEN
1.00,10140,ABQ,11292,DEN
1.00,10140,ABQ,11292,DEN
1.00,10140,ABQ,11292,DEN
1.00,10140,ABQ,11292,DEN
1.00,10140,ABQ,11292,DEN
1.00,10140,ABQ,11292,DEN
1.00,10140,ABQ,11292,DEN
1.00,10140,ABQ,11298,DFW
1.00,10140,ABQ,11298,DFW
1.00,10140,ABQ,11298,DFW
1.00,10140,ABQ,11298,DFW
1.00,10140,ABQ,11298,DFW
1.00,10140,ABQ,11298,DFW
1.00,10140,ABQ,11298,DFW
1.00,10140,ABQ,11298,DFW
1.00,10140,ABQ,11298,DFW
1.00,10140,ABQ,11298,DFW
1.00,10140,ABQ,11298,DFW
1.00,10140,ABQ,11298,DFW
1.00,10140,ABQ,11298,DFW
1.00,10140,ABQ,11298,DFW
1.00,10140,ABQ,11298,DFW
1.00,10140,ABQ,11298,DFW
1.00,10140,ABQ,11298,DFW
1.00,10140,ABQ,11298,DFW
1.00,10140,ABQ,11618,EWR
1.00,10140,ABQ,12266,IAH
1.00,10140,ABQ,12266,IAH
1.00,10140,ABQ,12266,IAH
1.00,10140,ABQ,12266,IAH
1.00,10140,ABQ,12266,IAH
1.00,10140,ABQ,12266,IAH
1.00,10140,ABQ,12266,IAH
1.00,10140,ABQ,12266,IAH
1.00,10140,ABQ,12266,IAH
1.00,10140,ABQ,12266,IAH
1.00,10140,ABQ,12266,IAH
1.00,10140,ABQ,12266,IAH
1.00,10140,ABQ,12266,IAH
1.00,10140,ABQ,12266,IAH
1.00,10140,ABQ,12266,IAH
1.00,10140,ABQ,12892,LAX
1.00,10140,ABQ,12892,LAX
1.00,10140,ABQ,12892,LAX
1.00,10140,ABQ,12892,LAX
1.00,10140,ABQ,12892,LAX
1.00,10140,ABQ,12892,LAX
1.00,10140,ABQ,12892,LAX
1.00,10140,ABQ,12892,LAX
1.00,10140,ABQ,12892,LAX
1.00,10140,ABQ,12892,LAX
1.00,10140,ABQ,12892,LAX
1.00,10140,ABQ,13487,MSP
1.00,10140,ABQ,13487,MSP
1.00,10140,ABQ,13487,MSP
1.00,10140,ABQ,13930,ORD
1.00,10140,ABQ,13930,ORD
1.00,10140,ABQ,13930,ORD
1.00,10140,ABQ,13930,ORD
1.00,10140,ABQ,13930,ORD
1.00,10140,ABQ,13930,ORD
1.00,10140,ABQ,13930,ORD
1.00,10140,ABQ,13930,ORD
1.00,10140,ABQ,13930,ORD
1.00,10140,ABQ,13930,ORD
1.00,10140,ABQ,13930,ORD
1.00,10140,ABQ,13930,ORD
1.00,10140,ABQ,13930,ORD
1.00,10140,ABQ,13930,ORD
1.00,10140,ABQ,13930,ORD
1.00,10140,ABQ,13930,ORD
1.00,10140,ABQ,13930,ORD
1.00,10140,ABQ,13930,ORD
1.00,10140,ABQ,13930,ORD
1.00,10140,ABQ,13930,ORD
1.00,10140,ABQ,13930,ORD
1.00,10140,ABQ,13930,ORD
1.00,10140,ABQ,14057,PDX
1.00,10140,ABQ,14107,PHX
1.00,10140,ABQ,14107,PHX
1.00,10140,ABQ,14107,PHX
1.00,10140,ABQ,14107,PHX
1.00,10140,ABQ,14107,PHX
1.00,10140,ABQ,14107,PHX
1.00,10140,ABQ,14107,PHX
1.00,10140,ABQ,14107,PHX
1.00,10140,ABQ,14107,PHX
1.00,10140,ABQ,14107,PHX
1.00,10140,ABQ,14107,PHX
1.00,10140,ABQ,14107,PHX
1.00,10140,ABQ,14107,PHX
1.00,10140,ABQ,14107,PHX
1.00,10140,ABQ,14107,PHX
1.00,10140,ABQ,14107,PHX
1.00,10140,ABQ,14107,PHX
1.00,10140,ABQ,14107,PHX
1.00,10140,ABQ,14107,PHX
1.00,10140,ABQ,14107,PHX
1.00,10140,ABQ,14107,PHX
1.00,10140,ABQ,14107,PHX
1.00,10140,ABQ,14679,SAN
1.00,10140,ABQ,14679,SAN
1.00,10140,ABQ,14679,SAN
1.00,10140,ABQ,14679,SAN
1.00,10140,ABQ,14679,SAN
1.00,10140,ABQ,14679,SAN
1.00,10140,ABQ,14747,SEA
1.00,10140,ABQ,14747,SEA
1.00,10140,ABQ,14747,SEA
1.00,10140,ABQ,14747,SEA
1.00,10140,ABQ,14747,SEA
1.00,10140,ABQ,14747,SEA
1.00,10140,ABQ,14747,SEA
1.00,10140,ABQ,14747,SEA
1.00,10140,ABQ,14747,SEA
1.00,10140,ABQ,14771,SFO
1.00,10140,ABQ,14771,SFO
1.00,10140,ABQ,14771,SFO
1.00,10140,ABQ,14771,SFO
1.00,10140,ABQ,14771,SFO
1.00,10140,ABQ,14771,SFO
1.00,10140,ABQ,14771,SFO
1.00,10140,ABQ,14771,SFO
1.00,10140,ABQ,14771,SFO
1.00,10140,ABQ,14869,SLC
1.00,10140,ABQ,14869,SLC
1.00,10140,ABQ,14869,SLC
1.00,10140,ABQ,14869,SLC
1.00,10140,ABQ,14869,SLC
1.00,10141,ABR,10397,ATL
1.00,10141,ABR,11433,DTW
1.00,10141,ABR,13487,MSP
1.00,10141,ABR,13487,MSP
1.00,10141,ABR,13487,MSP
1.00,10141,ABR,13487,MSP
1.00,10141,ABR,13487,MSP
1.00,10146,ABY,10397,ATL
1.00,10146,ABY,10397,ATL
1.00,10146,ABY,10397,ATL
1.00,10146,ABY,10397,ATL
1.00,10146,ABY,11433,DTW
1.00,10154,ACK,11618,EWR
1.00,10155,ACT,11292,DEN
1.00,10155,ACT,11292,DEN
1.00,10155,ACT,11298,DFW
1.00,10155,ACT,11298,DFW
1.00,10155,ACT,11298,DFW
1.00,10155,ACT,11298,DFW
1.00,10155,ACT,11298,DFW
1.00,10155,ACT,11298,DFW
1.00,10155,ACT,11298,DFW
1.00,10155,ACT,11298,DFW
1.00,10155,ACT,11618,EWR
1.00,10155,ACT,12266,IAH
1.00,10155,ACT,12266,IAH
1.00,10155,ACT,13487,MSP
1.00,10155,ACT,14107,PHX
1.00,10155,ACT,14107,PHX
1.00,10155,ACT,14771,SFO
1.00,10155,ACT,14869,SLC
1.00,10155,ACT,14869,SLC
1.00,10157,ACV,12892,LAX
1.00,10157,ACV,14747,SEA
1.00,10157,ACV,14771,SFO
1.00,10157,ACV,14771,SFO
1.00,10157,ACV,14869,SLC
1.00,10158,ACY,10397,ATL
1.00,10158,ACY,11057,CLT
1.00,10158,ACY,11057,CLT
1.00,10158,ACY,11298,DFW
1.00,10158,ACY,11433,DTW
1.00,10158,ACY,11618,EWR
1.00,10158,ACY,11618,EWR
1.00,10158,ACY,11618,EWR
1.00,10158,ACY,11618,EWR
1.00,10158,ACY,11618,EWR
1.00,10158,ACY,11618,EWR
1.00,10158,ACY,11618,EWR
1.00,10158,ACY,11618,EWR
1.00,10158,ACY,11618,EWR
1.00,10158,ACY,13487,MSP
1.00,10158,ACY,13487,MSP
1.00,10158,ACY,13487,MSP
1.00,10158,ACY,13487,MSP
1.00,10158,ACY,13487,MSP
1.00,10158,ACY,13930,ORD
1.00,10167,ADM,13930,ORD
1.00,10170,ADQ,14747,SEA
1.00,10170,ADQ,14747,SEA
1.00,10171,ADS,10423,AUS
1.00,10171,ADS,10423,AUS
1.00,10171,ADS,11057,CLT
1.00,10171,ADS,11433,DTW
1.00,10171,ADS,12892,LAX
1.00,10171,ADS,14107,PHX
1.00,10171,ADS,14679,SAN
1.00,10185,AEX,10397,ATL
1.00,10185,AEX,10397,ATL
1.00,10185,AEX,10397,ATL
1.00,10185,AEX,10397,ATL
1.00,10185,AEX,10397,ATL
1.00,10185,AEX,10423,AUS
1.00,10185,AEX,11057,CLT
1.00,10185,AEX,11292,DEN
1.00,10185,AEX,11292,DEN
1.00,10185,AEX,11292,DEN
1.00,10185,AEX,11618,EWR
1.00,10185,AEX,11618,EWR
1.00,10185,AEX,11618,EWR
1.00,10185,AEX,11618,EWR
1.00,10185,AEX,11618,EWR
1.00,10185,AEX,11618,EWR
1.00,10185,AEX,11618,EWR
1.00,10185,AEX,11618,EWR
1.00,10185,AEX,11618,EWR
1.00,10185,AEX,11618,EWR
1.00,10185,AEX,12266,IAH
1.00,10185,AEX,12266,IAH
1.00,10185,AEX,12266,IAH
1.00,10185,AEX,12266,IAH
1.00,10185,AEX,12266,IAH
1.00,10185,AEX,12266,IAH
1.00,10185,AEX,12266,IAH
1.00,10185,AEX,12266,IAH
1.00,10185,AEX,12266,IAH
1.00,10185,AEX,12266,IAH
1.00,10185,AEX,12892,LAX
1.00,10185,AEX,12892,LAX
1.00,10185,AEX,13487,MSP
1.00,10185,AEX,13487,MSP
1.00,10185,AEX,13487,MSP
1.00,10185,AEX,13487,MSP
1.00,10185,AEX,13487,MSP
1.00,10185,AEX,14679,SAN
1.00,10185,AEX,14679,SAN
1.00,10194,AFW,10397,ATL
1.00,10194,AFW,10397,ATL
1.00,10194,AFW,10397,ATL
1.00,10194,AFW,10423,AUS
1.00,10194,AFW,10423,AUS
1.00,10194,AFW,10423,AUS
1.00,10194,AFW,10423,AUS
1.00,10194,AFW,10423,AUS
1.00,10194,AFW,10423,AUS
1.00,10194,AFW,10423,AUS
1.00,10194,AFW,10423,AUS
1.00,10194,AFW,10713,BOI
1.00,10194,AFW,10713,BOI
1.00,10194,AFW,11057,CLT
1.00,10194,AFW,11057,CLT
1.00,10194,AFW,11292,DEN
1.00,10194,AFW,11292,DEN
1.00,10194,AFW,11292,DEN
1.00,10194,AFW,11292,DEN
1.00,10194,AFW,11292,DEN
1.00,10194,AFW,11292,DEN
1.00,10194,AFW,11292,DEN
1.00,10194,AFW,11292,DEN
1.00,10194,AFW,11298,DFW
1.00,10194,AFW,11298,DFW
1.00,10194,AFW,11298,DFW
1.00,10194,AFW,11298,DFW
1.00,10194,AFW,11298,DFW
1.00,10194,AFW,11298,DFW
1.00,10194,AFW,11618,EWR
1.00,10194,AFW,11618,EWR
1.00,10194,AFW,12266,IAH
1.00,10194,AFW,12266,IAH
1.00,10194,AFW,12266,IAH
1.00,10194,AFW,12266,IAH
1.00,10194,AFW,12266,IAH
1.00,10194,AFW,12266,IAH
1.00,10194,AFW,12266,IAH
1.00,10194,AFW,12892,LAX
1.00,10194,AFW,12892,LAX
1.00,10194,AFW,13487,MSP
1.00,10194,AFW,13487,MSP
1.00,10194,AFW,13487,MSP
1.00,10194,AFW,13487,MSP
1.00,10194,AFW,13487,MSP
1.00,10194,AFW,13487,MSP
1.00,10194,AFW,13930,ORD
1.00,10194,AFW,14057,PDX
1.00,10194,AFW,14057,PDX
1.00,10194,AFW,14107,PHX
1.00,10194,AFW,14107,PHX
1.00,10194,AFW,14107,PHX
1.00,10194,AFW,14107,PHX
1.00,10194,AFW,14107,PHX
1.00,10194,AFW,14679,SAN
1.00,10194,AFW,14747,SEA
1.00,10194,AFW,14747,SEA
1.00,10194,AFW,14747,SEA
1.00,10194,AFW,14747,SEA
1.00,10194,AFW,14869,SLC
1.00,10194,AFW,14869,SLC
1.00,10208,AGS,10397,ATL
1.00,10208,AGS,10397,ATL
1.00,10208,AGS,10397,ATL
1.00,10208,AGS,10397,ATL
1.00,10208,AGS,10397,ATL
1.00,10208,AGS,10397,ATL
1.00,10208,AGS,10397,ATL
1.00,10208,AGS,10397,ATL
1.00,10208,AGS,10397,ATL
1.00,10208,AGS,10397,ATL
1.00,10208,AGS,10397,ATL
1.00,10208,AGS,10397,ATL
1.00,10208,AGS,10397,ATL
1.00,10208,AGS,10397,ATL
1.00,10208,AGS,10397,ATL
1.00,10208,AGS,10397,ATL
1.00,10208,AGS,10397,ATL
1.00,10208,AGS,10423,AUS
1.00,10208,AGS,11057,CLT
1.00,10208,AGS,11057,CLT
1.00,10208,AGS,11057,CLT
1.00,10208,AGS,11057,CLT
1.00,10208,AGS,11298,DFW
1.00,10208,AGS,11298,DFW
1.00,10208,AGS,11298,DFW
1.00,10208,AGS,11298,DFW
1.00,10208,AGS,11298,DFW
1.00,10208,AGS,11298,DFW
1.00,10208,AGS,11298,DFW
1.00,10208,AGS,11433,DTW
1.00,10208,AGS,11433,DTW
1.00,10208,AGS,14107,PHX
1.00,10216,AHN,10423,AUS
1.00,10216,AHN,10423,AUS
1.00,10216,AHN,10423,AUS
1.00,10216,AHN,10423,AUS
1.00,10216,AHN,12266,IAH
1.00,10257,ALB,10397,ATL
1.00,10257,ALB,10397,ATL
1.00,10257,ALB,11057,CLT
1.00,10257,ALB,11057,CLT
1.00,10257,ALB,11057,CLT
1.00,10257,ALB,11057,CLT
1.00,10257,ALB,11057,CLT
1.00,10257,ALB,11057,CLT
1.00,10257,ALB,11057,CLT
1.00,10257,ALB,11292,DEN
1.00,10257,ALB,11292,DEN
1.00,10257,ALB,11298,DFW
1.00,10257,ALB,11298,DFW
1.00,10257,ALB,11298,DFW
1.00,10257,ALB,11298,DFW
1.00,10257,ALB,11298,DFW
1.00,10257,ALB,11298,DFW
1.00,10257,ALB,11433,DTW
1.00,10257,ALB,11433,DTW
1.00,10257,ALB,11433,DTW
1.00,10257,ALB,11433,DTW
1.00,10257,ALB,11433,DTW
1.00,10257,ALB,11433,DTW
1.00,10257,ALB,11433,DTW
1.00,10257,ALB,11433,DTW
1.00,10257,ALB,11433,DTW
1.00,10257,ALB,11433,DTW
1.00,10257,ALB,11618,EWR
1.00,10257,ALB,11618,EWR
1.00,10257,ALB,11618,EWR
1.00,10257,ALB,11618,EWR
1.00,10257,ALB,11618,EWR
1.00,10257,ALB,11618,EWR
1.00,10257,ALB,11618,EWR
1.00,10257,ALB,11618,EWR
1.00,10257,ALB,11618,EWR
1.00,10257,ALB,11618,EWR
1.00,10257,ALB,11618,EWR
1.00,10257,ALB,11618,EWR
1.00,10257,ALB,11618,EWR
1.00,10257,ALB,11618,EWR
1.00,10257,ALB,11618,EWR
1.00,10257,ALB,11618,EWR
1.00,10257,ALB,12266,IAH
1.00,10257,ALB,12266,IAH
1.00,10257,ALB,13487,MSP
1.00,10257,ALB,13930,ORD
1.00,10257,ALB,13930,ORD
1.00,10257,ALB,13930,ORD
1.00,10257,ALB,13930,ORD
1.00,10257,ALB,13930,ORD
1.00,10257,ALB,13930,ORD
1.00,10257,ALB,13930,ORD
1.00,10257,ALB,13930,ORD
1.00,10257,ALB,13930,ORD
1.00,10257,ALB,13930,ORD
1.00,10257,ALB,13930,ORD
1.00,10257,ALB,13930,ORD
1.00,10257,ALB,13930,ORD
1.00,10257,ALB,13930,ORD
1.00,10257,ALB,13930,ORD
1.00,10257,ALB,13930,ORD
1.00,10257,ALB,13930,ORD
1.00,10257,ALB,13930,ORD
1.00,10257,ALB,13930,ORD
1.00,10268,ALO,13487,MSP
1.00,10272,ALS,11292,DEN
1.00,10275,ALW,14057,PDX
1.00,10275,ALW,14747,SEA
1.00,10279,AMA,10423,AUS
1.00,10279,AMA,10423,AUS
1.00,10279,AMA,10423,AUS
1.00,10279,AMA,11292,DEN
1.00,10279,AMA,11292,DEN
1.00,10279,AMA,11292,DEN
1.00,10279,AMA,11292,DEN
1.00,10279,AMA,11292,DEN
1.00,10279,AMA,11292,DEN
1.00,10279,AMA,11292,DEN
1.00,10279,AMA,11292,DEN
1.00,10279,AMA,11292,DEN
1.00,10279,AMA,11292,DEN
1.00,10279,AMA,11292,DEN
1.00,10279,AMA,11292,DEN
1.00,10279,AMA,11292,DEN
1.00,10279,AMA,11292,DEN
1.00,10279,AMA,11298,DFW
1.00,10279,AMA,11298,DFW
1.00,10279,AMA,11298,DFW
1.00,10279,AMA,11298,DFW
1.00,10279,AMA,11298,DFW
1.00,10279,AMA,11298,DFW
1.00,10279,AMA,11298,DFW
1.00,10279,AMA,11298,DFW
1.00,10279,AMA,11298,DFW
1.00,10279,AMA,11298,DFW
1.00,10279,AMA,11298,DFW
1.00,10279,AMA,11298,DFW
1.00,10279,AMA,11298,DFW
1.00,10279,AMA,12266,IAH
1.00,10279,AMA,12266,IAH
1.00,10279,AMA,12266,IAH
1.00,10279,AMA,12266,IAH
1.00,10279,AMA,13930,ORD
1.00,10279,AMA,14107,PHX
1.00,10279,AMA,14107,PHX
1.00,10299,ANC,10397,ATL
1.00,10299,ANC,10397,ATL
1.00,10299,ANC,10397,ATL
1.00,10299,ANC,10397,ATL
1.00,10299,ANC,10397,ATL
1.00,10299,ANC,10397,ATL
1.00,10299,ANC,10397,ATL
1.00,10299,ANC,10397,ATL
1.00,10299,ANC,10397,ATL
1.00,10299,ANC,10423,AUS
1.00,10299,ANC,10423,AUS
1.00,10299,ANC,10423,AUS
1.00,10299,ANC,11292,DEN
1.00,10299,ANC,11292,DEN
1.00,10299,ANC,11292,DEN
1.00,10299,ANC,11292,DEN
1.00,10299,ANC,11292,DEN
1.00,10299,ANC,11298,DFW
1.00,10299,ANC,11298,DFW
1.00,10299,ANC,11298,DFW
1.00,10299,ANC,11298,DFW
1.00,10299,ANC,11298,DFW
1.00,10299,ANC,11298,DFW
1.00,10299,ANC,11298,DFW
1.00,10299,ANC,11298,DFW
1.00,10299,ANC,11298,DFW
1.00,10299,ANC,11298,DFW
1.00,10299,ANC,11298,DFW
1.00,10299,ANC,11298,DFW
1.00,10299,ANC,11298,DFW
1.00,10299,ANC,11433,DTW
1.00,10299,ANC,11433,DTW
1.00,10299,ANC,11433,DTW
1.00,10299,ANC,11618,EWR
1.00,10299,ANC,11618,EWR
1.00,10299,ANC,11618,EWR
